jurisdiction,year,month,date,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,day_of_highest_count,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Tulare Sheriff's Department,2003,june,2003-06-01,Tulare County,06,107,06107,632,87,419,66,1204,494,373,867,225,112,337,2003-06-18,1236,NA,NA,NA,NA,NA,NA,85,NA,4,22,0,2,0,0,40,1,1678,315,211,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2003,june,2003-06-01,Tuolumne County,06,109,06109,55,12,55,8,130,58,24,82,9,39,48,2003-06-04,137,33,14,14,1,92,3,0,10,9,1,0,0,0,0,7,0,411,0,0,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2003,june,2003-06-01,Ventura County,06,111,06111,928,201,440,79,1648,837,280,1117,292,239,531,2003-06-16,1670,309,203,312,NA,1149,436,27,140,NA,0,NA,NA,NA,0,55,NA,2437,0,NA,0,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2003,june,2003-06-01,Ventura County,06,111,06111,0,0,78,19,97,NA,46,46,NA,51,51,2003-06-30,109,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,69,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2003,june,2003-06-01,Yolo County,06,113,06113,310,58,45,13,426,343,39,382,25,19,44,2003-06-03,448,NA,45,74,0,611,611,5,19,3,3,32,5,0,0,14,0,794,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2003,june,2003-06-01,Yuba County,06,115,06115,303,54,29,33,419,321,27,348,36,35,71,2003-06-02,435,4,62,15,0,1966,145,13,22,3,0,0,199,5,0,27,0,747,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2003,may,2003-05-01,Alameda County,06,001,06001,2664,281,906,176,4027,2755,806,3561,190,276,466,2003-05-31,4084,424,273,752,174,15361,1007,37,160,17,104,21,264,685,3,42,3,4340,0,0,0,NA,NA,NA,NA,NA,NA,NA
Oakland Police Department,2003,may,2003-05-01,Alameda County,06,001,06001,85,18,0,0,103,48,NA,48,55,NA,55,2003-05-27,215,0,0,0,0,394,7,2,0,4,16,0,24,4,0,0,3,2707,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2003,may,2003-05-01,Amador County,06,005,06005,25,4,37,5,71,26,24,50,3,18,21,2003-05-01,78,2,3,2,0,144,5,0,2,0,5,1,0,0,1,3,0,156,0,4,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2003,may,2003-05-01,Butte County,06,007,06007,273,46,188,24,531,291,156,447,28,56,84,2003-05-31,533,NA,NA,NA,0,551,34,1,51,0,13,0,0,0,0,19,1,951,46,26,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2003,may,2003-05-01,Calaveras County,06,009,06009,39,6,29,5,79,39,22,61,6,12,18,2003-05-18,95,4,7,4,0,127,6,0,4,0,6,0,0,0,0,2,0,233,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2003,may,2003-05-01,Colusa County,06,011,06011,20,4,22,3,49,16,8,24,8,17,25,2003-05-25,57,4,3,4,0,104,14,1,3,0,2,0,0,0,1,0,0,149,0,0,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2003,may,2003-05-01,Contra Costa County,06,013,06013,884,113,536,44,1577,907,528,1435,90,52,142,2003-05-06,2308,178,140,153,53,650,387,49,111,64,22,0,0,0,0,30,3,2336,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2003,may,2003-05-01,Del Norte County,06,015,06015,44,11,51,19,125,31,50,81,24,20,44,2003-05-01,139,6,3,34,0,234,1,6,4,0,3,0,0,15,0,1,0,286,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2003,may,2003-05-01,El Dorado County,06,017,06017,135,19,124,19,297,145,107,252,9,36,45,2003-05-08,311,48,7,48,2,386,69,2,17,5,5,0,1,0,1,4,0,652,137,31,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2003,may,2003-05-01,Fresno County,06,019,06019,2207,271,497,73,3048,2359,431,2790,119,139,258,2003-05-13,3099,1421,314,407,56,15548,2566,173,664,27,70,NA,425,49,0,26,3,3292,0,0,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2003,may,2003-05-01,Glenn County,06,021,06021,93,15,28,2,138,93,16,109,15,14,29,2003-05-02,147,15,5,15,0,163,33,1,14,0,0,0,29,0,0,0,0,238,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2003,may,2003-05-01,Humboldt County,06,023,06023,229,40,106,10,385,204,72,276,65,44,109,2003-05-26,405,112,116,77,0,230,260,10,95,3,5,NA,NA,NA,NA,14,0,779,0,43,0,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2003,may,2003-05-01,Imperial County,06,025,06025,204,31,155,9,399,217,128,345,18,36,54,2003-05-14,428,17,50,44,2,395,33,37,60,5,3,NA,74,12,0,12,2,789,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2003,may,2003-05-01,Inyo County,06,027,06027,23,6,33,6,68,17,28,45,12,11,23,2003-05-27,75,0,0,8,0,84,21,4,6,0,0,0,0,0,0,3,0,122,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2003,may,2003-05-01,Kern County,06,029,06029,1292,207,568,143,2210,1349,309,1658,150,402,552,2003-05-05,2276,360,301,235,59,19998,1441,229,150,16,14,0,198,0,0,91,3,3250,0,308,0,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2003,may,2003-05-01,Kings County,06,031,06031,103,15,145,29,292,92,97,189,26,77,103,2003-05-30,316,13,10,29,0,188,66,11,23,0,0,0,0,0,0,NA,NA,697,NA,21,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2003,may,2003-05-01,Lake County,06,033,06033,121,22,50,15,208,109,35,144,34,30,64,2003-05-04,227,45,7,41,0,381,376,5,14,0,3,0,0,0,0,10,1,419,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2003,may,2003-05-01,Lassen County,06,035,06035,44,12,40,17,113,37,20,57,19,37,56,2003-05-06,128,NA,NA,NA,NA,9.629999999999999,4.3,13.04,7.48,0,1.77,0,0,0,0,2,0,170,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2003,may,2003-05-01,Los Angeles County,06,037,06037,10975,1361,4389,597,17322,11325,4053,15378,1011,933,1944,2003-05-14,18384,5475,3044,2249,2277,150270,5492,1314,890,181,367,0,666,1287,0,181,35,14783,758,3847,38,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2003,may,2003-05-01,Madera County,06,039,06039,229,20,76,16,341,214,31,245,35,61,96,2003-05-31,360,34,27,28,0,421,328,0,36,0,58,0,1,10,7,6,4,592,165,154,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2003,may,2003-05-01,Marin County,06,041,06041,214,39,23,11,287,195,23,218,58,11,69,2003-05-05,298,26,102,8,28,304,804,12,44,43,8,0,11,0,0,26,0,637,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2003,may,2003-05-01,Mariposa County,06,043,06043,15,0,12,3,30,11,8,19,4,7,11,2003-05-01,42,3,0,5,0,52,12,3,1,0,0,0,0,0,0,0,0,72,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2003,may,2003-05-01,Mendocino County,06,045,06045,115,11,82,11,219,88,65,153,38,28,66,2003-05-05,242,76,53,45,0,217,16,7,7,0,10,NA,NA,NA,NA,7,5,525,0,0,0,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2003,may,2003-05-01,Merced County,06,047,06047,430,55,130,17,632,456,127,583,29,20,49,2003-05-29,667,62,23,30,1,1382,487,12,52,0,2,NA,NA,NA,0,22,4,648,93,71,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2003,may,2003-05-01,Modoc County,06,049,06049,15,4,6,7,32,14,9,23,5,4,9,2003-05-08,39,0,0,0,0,8,0,4,2,0,16,0,0,0,7,3,0,61,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2003,may,2003-05-01,Mono County,06,051,06051,18,2,12,2,34,14,10,24,6,4,10,2003-05-26,43,0,3,2,0,20,18,0,2,0,0.54,0,0,0,0.22,1,0,65,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2003,may,2003-05-01,Monterey County,06,053,06053,530,47,401,69,1047,413,133,546,164,337,501,2003-05-21,1061,NA,NA,296,NA,817,550,19,84,14,25,NA,NA,NA,NA,25,0,1326,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2003,may,2003-05-01,Napa County,06,055,06055,51,6,154,19,230,21,26,47,36,147,183,2003-05-27,249,34,23,34,1,466,42,1,22,5,3,0,0,0,2,7,0,644,124,0,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2003,may,2003-05-01,Nevada County,06,057,06057,84,13,63,11,171,69,52,121,28,22,50,2003-05-03,196,34,11,28,0,316,20,8,20,1,2,NA,1,NA,3,NA,NA,430,0,0,0,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2003,may,2003-05-01,Orange County,06,059,06059,2084,237,2279,380,4980,1920,1544,3464,401,1115,1516,2003-05-17,5118,1462,831,392,76,9903,2217,222,893,74,135,NA,NA,NA,0,274,7,5224,506,10,0,NA,NA,NA,NA,NA,NA,NA
Santa Ana Police Department,2003,may,2003-05-01,Orange County,06,059,06059,266,82,11,2,361,329,9,338,19,4,23,2003-05-04,394,24,12,26,0,403,46,11,26,0,25,0,288,14,0,0,0,1188,0,0,40,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2003,may,2003-05-01,Placer County,06,061,06061,245,27,180,36,488,225,118,343,47,98,145,2003-05-31,511,77,24,44,19,384,554,31,75,4,12,NA,NA,NA,0,6,0,858,132,22,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2003,may,2003-05-01,Plumas County,06,063,06063,24,4,23,4,55,17,18,35,11,9,20,2003-05-17,63,2,29,12,0,75,6,8,0,0,38,0,NA,NA,0,2,0,120,0,0,0,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2003,may,2003-05-01,Riverside County,06,065,06065,2068,285,816,124,3293,1280,400,1680,1073,540,1613,2003-05-18,3293,972,287,705,74,1367,1490,165,168,39,58,0,0,0,0,NA,0,4733,6,205,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2003,may,2003-05-01,Sacramento County,06,067,06067,1343,227,1445,188,3203,1021,1061,2082,549,572,1121,2003-05-29,3838,783,431,390,17,4520,1582,116,914,5,62,0,400,431,0,87,2,5319,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2003,may,2003-05-01,San Benito County,06,069,06069,50,3,49,5,107,42,26,68,11,28,39,2003-05-20,119,9,3,9,0,92,80,2,16,0,0,2,0,1,1,0,0,261,0,11,0,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2003,may,2003-05-01,San Bernardino County,06,071,06071,3150,455,1160,257,5022,2041,760,2801,1564,657,2221,2003-05-18,5464,677,143,498,79,7379,2468,159,554,35,273,NA,635,NA,0,71,5,6225,1985,35,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2003,may,2003-05-01,San Diego County,06,073,06073,2571,432,1514,272,4789,2682,1406,4088,321,380,701,2003-05-26,5036,983,858,NA,34,15876,3866,222,393,41,44,NA,NA,NA,0,127,1,11577,35,3060,0,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2003,may,2003-05-01,San Diego County,06,073,06073,0,0,222,19,241,0,169,169,0,72,72,2003-05-15,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61,0,5,NA,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2003,may,2003-05-01,San Francisco County,06,075,06075,1303,153,391,63,1910,1385,432,1817,71,22,93,2003-05-12,1967,869,439,265,71,7454,1305,0,481,58,50,NA,0.3,NA,0,5.3,13,3726,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2003,may,2003-05-01,San Joaquin County,06,077,06077,631,91,504,81,1307,644,367,1011,78,218,296,2003-05-28,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,2712,939,119,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2003,may,2003-05-01,San Luis Obispo County,06,079,06079,141,25,222,34,422,100,102,202,66,154,220,2003-05-31,472,174,325,84,45,1717,365,17,83,43,5,NA,NA,NA,NA,13,1,1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2003,may,2003-05-01,San Mateo County,06,081,06081,496,49,447,85,1077,313,221,534,232,311,543,2003-05-11,1104,172,106,113,8,1630,259,38,113,16,14,4,2,46,87,15,4,1606,37,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2003,may,2003-05-01,Santa Barbara County,06,083,06083,435,79,340,46,900,337,193,530,177,193,370,2003-05-23,925,66,38,75,52,253,348,33,67,28,NA,NA,NA,NA,NA,NA,1,1563,NA,117,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Probation Department,2003,may,2003-05-01,Santa Clara County,06,085,06085,0,0,162,38,200,NA,166,166,NA,34,34,2003-05-28,210,0,0,7,0,0,0,24,4,0,0,NA,0,NA,0,0,0,75,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2003,may,2003-05-01,Santa Clara County,06,085,06085,2405,343,1054,144,3946,2403,771,3174,345,427,772,2003-05-27,4052,343,2789,564,29,13564,1479,214,251,88,NA,NA,NA,NA,NA,15,1,4429,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2003,may,2003-05-01,Santa Cruz County,06,087,06087,300,34,248,36,618,110,94,204,224,190,414,2003-05-27,643,97,74,66,18,389,473,92,29,12,5,NA,NA,NA,0,1,1,1314,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2003,may,2003-05-01,Shasta County,06,089,06089,190,33,85,19,327,116,54,170,107,50,157,2003-05-19,377,158,NA,55,1,NA,370,8,53,1,2,0,0,0,0,9,0,1015,20,17,0,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2003,may,2003-05-01,Sierra County,06,091,06091,4,1,1,0,6,3,1,4,2,0,2,2003-05-09,8,0,0,0,0,1,1,0,0,0,0,3,NA,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2003,may,2003-05-01,Siskiyou County,06,093,06093,65,6,28,3,102,49,16,65,22,15,37,2003-05-12,108,43,13,43,2,210,28,7,6,3,0,0,0,0,0,0,0,272,34,2,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2003,may,2003-05-01,Solano County,06,095,06095,635,118,297,51,1101,703,306,1009,50,42,92,2003-05-19,1145,185,NA,163,2,880,329,21,93,11,18,NA,NA,NA,0,58,5,1541,214,52,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2003,may,2003-05-01,Sonoma County,06,097,06097,527,75,385,64,1051,487,263,750,115,186,301,2003-05-28,1083,119,138,84,76,939,185,23,70,11,15,NA,NA,NA,0,4,1,1575,0,7,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2003,may,2003-05-01,Stanislaus County,06,099,06099,633,88,354,64,1139,686,347,1033,35,71,106,2003-05-28,1181,83,67,83,22,1784,108,15,115,18,12,NA,NA,NA,NA,12,1,1691,440,203,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2003,may,2003-05-01,Sutter County,06,101,06101,151,23,61,19,254,159,0,159,15,80,95,2003-05-03,278,3,52,25,0,554,274,37,15,1,4,12,2,0,0,10,0,505,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2003,may,2003-05-01,Tehama County,06,103,06103,66,8,75,11,160,NA,NA,0,NA,NA,0,2003-05-31,184,5,14,31,0,249,50,2,7,0,2,0,0,0,1,2,0,362,0,9,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2003,may,2003-05-01,Trinity County,06,105,06105,24,5,12,3,44,21,12,33,8,3,11,2003-05-04,50,2,2,NA,0,166,80,2,3,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2003,may,2003-05-01,Tulare County,06,107,06107,638,80,413,68,1199,492,371,863,226,110,336,2003-05-20,1229,NA,NA,NA,NA,NA,NA,81,NA,4,15,0,0,0,0,33,1,1726,326,261,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2003,may,2003-05-01,Tuolumne County,06,109,06109,58,12,62,9,141,59,30,89,11,41,52,2003-05-12,151,35,31,12,1,92,7,0,9,10,2,0,0,0,0,7,0,494,0,1,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2003,may,2003-05-01,Ventura County,06,111,06111,947,157,408,51,1563,812,249,1061,292,210,502,2003-05-27,1585,309,203,312,NA,1130,501,49,131,NA,0,NA,NA,NA,0,53,NA,2604,0,NA,0,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2003,may,2003-05-01,Ventura County,06,111,06111,0,0,75,17,92,NA,45,45,NA,47,47,2003-05-22,103,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,64,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2003,may,2003-05-01,Yolo County,06,113,06113,299,59,51,11,420,340,47,387,18,15,33,2003-05-31,462,NA,43,70,0,444,444,6,36,3,3,17,6,0,0,38,0,907,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2003,may,2003-05-01,Yuba County,06,115,06115,285,72,42,17,416,318,24,342,39,35,74,2003-05-27,439,2,63,21,0,2776,190,16,31,5,0,0,183,6,1,6,0,773,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2003,april,2003-04-01,Alameda County,06,001,06001,2655,274,910,195,4034,2753,813,3566,176,292,468,2003-04-08,4128,430,239,752,189,15847,613,73,226,18,63,18,673,650,3,42,2,4131,0,0,0,NA,NA,NA,NA,NA,NA,NA
Oakland Police Department,2003,april,2003-04-01,Alameda County,06,001,06001,84,16,0,0,100,49,NA,49,51,NA,51,2003-04-01,213,0,0,0,0,297,2,1,0,21,15,0,30,5,0,0,0,2430,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2003,april,2003-04-01,Amador County,06,005,06005,22,3,41,6,72,20,31,51,5,16,21,2003-04-14,78,4,3,4,0,146,7,2,2,0,4,1,0,0,1,3,0,139,0,0,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2003,april,2003-04-01,Butte County,06,007,06007,257,39,184,28,508,277,158,435,19,54,73,2003-04-19,522,NA,NA,NA,0,647,28,0,41,0,9,0,0,0,0,20,1,858,22,43,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2003,april,2003-04-01,Calaveras County,06,009,06009,43,6,23,4,76,44,15,59,5,12,17,2003-04-01,86,5,2,5,0,119,6,0,0,0,5,0,0,0,0,3,0,211,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2003,april,2003-04-01,Colusa County,06,011,06011,21,3,30,2,56,15,14,29,9,18,27,2003-04-12,64,1,3,1,0,118,22,0,5,0,0,0,0,0,11,5,0,132,0,0,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2003,april,2003-04-01,Contra Costa County,06,013,06013,918,138,502,57,1615,962,508,1470,94,51,145,2003-04-02,2442,144,219,162,53,914,424,59,153,64,22,0,0,0,0,32,3,2300,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2003,april,2003-04-01,Del Norte County,06,015,06015,44,4,56,16,120,27,51,78,21,21,42,2003-04-28,145,7,2,34,0,233,0,7,4,0,8,0,0,21.330000000000002,1,0.32999999999999996,0,290,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2003,april,2003-04-01,El Dorado County,06,017,06017,125,16,127,19,287,130,117,247,11,29,40,2003-04-08,298,22,3,20,0,366,82,6,8,2,6,0,1,0,1,5,0,639,122,42,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2003,april,2003-04-01,Fresno County,06,019,06019,2173,257,453,92,2975,2306,415,2721,124,130,254,2003-04-01,3077,1432,442,396,52,15015,2399,182,746,27,57,NA,417,42,0,55,1,3071,0,0,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2003,april,2003-04-01,Glenn County,06,021,06021,99,9,31,4,143,94,19,113,14,16,30,2003-04-04,158,16,2,16,0,159,53,1,8,0,0,0,26,0,10,0,0,192,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2003,april,2003-04-01,Humboldt County,06,023,06023,214,31,111,14,370,198,81,279,47,44,91,2003-04-20,388,136,99,81,0,342,190,23,69,5,4,NA,NA,NA,NA,14,0,695,0,17,0,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2003,april,2003-04-01,Imperial County,06,025,06025,194,36,161,12,403,208,150,358,22,23,45,2003-04-02,448,13,44,30,2,434,39,14,31,5,3,NA,76,12,0,12,0,784,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2003,april,2003-04-01,Inyo County,06,027,06027,16,4,40,6,66,11,29,40,9,17,26,2003-04-28,68,0,0,5,0,86,35,5,6,0,0,0,0,0,0,5,0,81,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2003,april,2003-04-01,Kern County,06,029,06029,1262,195,611,155,2223,1311,334,1645,146,432,578,2003-04-24,2273,351,287,247,60,18018,1402,235,167,14,15,0,199,0,0,75,1,3017,0,207,0,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2003,april,2003-04-01,Kings County,06,031,06031,79,13,166,26,284,82,114,196,10,78,88,2003-04-01,306,36,30,36,0,192,56,6,13,0,0,0,0,0,0,NA,NA,591,NA,14,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2003,april,2003-04-01,Lake County,06,033,06033,111,23,51,15,200,106,33,139,28,33,61,2003-04-30,217,47,20,38,6,382,379,2,10,0,2,0,0,0,0,11,1,438,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2003,april,2003-04-01,Lassen County,06,035,06035,44,15,53,15,127,37,22,59,22,46,68,2003-04-09,141,NA,NA,NA,NA,10.81,4.83,14.629999999999999,8.39,0,1.4,0,0,0,0,3,0,250,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2003,april,2003-04-01,Los Angeles County,06,037,06037,10697,1271,4912,684,17564,10219,4382,14601,1002,1076,2078,2003-04-02,18584,4876,2788,2181,2644,166827,5834,1444,1225,172,338,0,744,1274,0,165,31,14962,679,2057,38,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2003,april,2003-04-01,Madera County,06,039,06039,247,28,81,11,367,231,30,261,44,62,106,2003-04-07,377,45,21,28,NA,414,360,0,59,0,27,NA,1,38,5,2,0,475,165,121,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2003,april,2003-04-01,Marin County,06,041,06041,215,36,28,7,286,206,14,220,45,21,66,2003-04-26,300,18,88,15,20,287,810,15,32,35,8,0,13,1,0,21,0,614,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2003,april,2003-04-01,Mariposa County,06,043,06043,17,1,19,5,42,15,11,26,3,13,16,2003-04-10,49,2,1,7,0,63,25,10,5,0,0,0,0,0,0,0,0,62,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2003,april,2003-04-01,Mendocino County,06,045,06045,127,10,78,14,229,96,64,160,41,28,69,2003-04-08,245,90,48,65,0,197,10,10,5,0,10,NA,NA,NA,NA,8,5,447,0,0,0,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2003,april,2003-04-01,Merced County,06,047,06047,425,53,130,19,627,447,123,570,31,26,57,2003-04-06,659,64,23,22,2,1311,399,17,24,0,1,NA,NA,NA,0,19,4,859,86,36,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2003,april,2003-04-01,Modoc County,06,049,06049,8,6,16,5,35,9,16,25,5,5,10,2003-04-15,40,1,1,1,0,8,0,1,2,0,12,0,0,0,0,4,1,49,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2003,april,2003-04-01,Mono County,06,051,06051,10,1,10,3,24,7,9,16,4,4,8,2003-04-01,28,2,3,2,0,17,15,0,2,0,0.37,0,0,0,0.76,2.9299999999999997,0,40,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2003,april,2003-04-01,Monterey County,06,053,06053,522,54,389,62,1027,419,123,542,157,328,485,2003-04-28,1032,NA,NA,166,NA,830,574,15,64,13,21,NA,NA,NA,NA,27,0,1142,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2003,april,2003-04-01,Napa County,06,055,06055,50,7,157,16,230,21,27,48,36,146,182,2020-04-07,242,26,24,26,1,416,72,2,23,5,2,0,0,0,1,12,0,519,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2003,april,2003-04-01,Nevada County,06,057,06057,75,13,62,11,161,75,49,124,13,24,37,2003-04-20,171,32,11,25,0,303,30,4,27,0,2,NA,1,NA,3,NA,NA,392,0,0,0,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2003,april,2003-04-01,Orange County,06,059,06059,2103,255,2302,371,5031,1928,1577,3505,430,1096,1526,2003-04-05,5155,1416,864,389,76,9926,2300,246,968,78,154,NA,NA,NA,0,265,4,5167,463,24,0,NA,NA,NA,NA,NA,NA,NA
